DatePosted,Title,Seller Type,Price,Car Make,Car Model,Car Variant,Condition,Year Manufactured,Transmission,Engine Capacity,Body Type,Location,Warranty,Mileage,Colour Type,Colour,Description
2023-09-17,2020 Toyota Alphard 2.5 SC UNREG FULL SPECS,Dealer, 279000,Toyota,Alphard,2.5 SC,Recond,2020,Automatic,2.5L,MPV,Kuala Lumpur,No Warranty,"30,000 - 34,999 km",Solid,White,2020 Toyota Alphard 2.5 SC UNREG FULL SPECS  2020 Toyota Alphard 2.5 SC ( FULLY LOADED / MODELLISTA BODYKIT / JBL / 360 CAM / SUNROOF / DIM / BSM / GRADE 4.5 / 33K MILEAGE / 2020 UNREGISTER )  OFFER PRICE WITH SST: RM279K  FREE WARRANTY!  Please call:  #CARVIN 012-921 1021  ***ALPHARD SC 2.5 FULL SPECS***  - UNREG 2020  - 3BA MODEL  - GRADE 4.5 / 33K MILEAGE  - PROVIDE AUCTION REPORT  - ORI MODELLISTA  - JBL SURROUND SOUND  - 360 CAMERA  - SUNROOF / MOON ROOF  - DIGITAL INNER MIRROR [DIM]  - BLIND SPOT MONITOR [BSM]  - APPLE CAR PLAY  - FRONT SEATS WITH AIRCOND / HEATER  - PRE CRASH  - LANE ASSISTS  - MEMORY SEATS  - STEERING HEATERS  - KEYLESS PUSH START  - POWER BOOT  - FRONT AND REAR PARKING SENSOR  - CRUISE CONTROL WITH SPEED LIMIT  - MULTI FUNCTION CONTROL STEERING  For View Appointment / Any Inquiry Pls Call / Whatsapp :  #CARVIN    Show Phone Number   #www.wasap.my/6    Show Phone Number
2022-10-18,2019 Toyota Alphard 2.5 SA,Dealer, 241800,Toyota,Alphard,SA,Recond,2019,Automatic,2.5L,MPV,Selangor,1 Year Warranty,"25,000 - 29,999 km",Metallic,White,2019 Toyota Alphard 2.5 SA  TOYOTA ALPHARD 2.5 SA  - YEAR 2019  - UNREGISTERED  SPECIFICATION  - KEYLESS ENTRY  - PUSH START BUTTON  - 2 POWER DOOR  - 7 SEATER  - LEATHER SEAT COVER  - LANE KEEP ASSIST (LKA)  - PRE CRASH SAFETY SYSTEM (PCS)  - PARKING DISTANCE CONTROL WITH REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond TOYOTA ALPHARD 2.5 SA For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND TOYOTA ALPHARD ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND TOYOTA ALPHARD SALES AGENT  (00548000C4100AMDJ)
2022-10-16,2019 Toyota Vellfire ZG * SUNROOF * DIM * BSM * LKA *PCS * 3LED,Dealer, 238888,Toyota,Vellfire,ZG,Recond,2019,Automatic,2.5L,MPV,Selangor,1 Year Warranty,"15,000 - 19,999 km",Metallic,White,"2019 Toyota Vellfire ZG * SUNROOF * DIM * BSM * LKA *PCS * 3LED  TOYOTA VELLFIRE 2.5 ZG  - YEAR 2019  - UNREGISTERED  SPECIFICATION  - SUNROOF  - MOONROOF  - KEYLESS ENTRY  - PUSH START BUTTON  - 2 POWER DOOR  - 7 SEATER  - PILOT SEAT  - FULL LEATHER SEAT  - 3 LED HEADLAMP  - ROOF MONITOR  - POWER BOOT  - DIGITAL INNER MIRROR (DIM)  - LANE KEEP ASSIST (LKA)  - PRE CRASH SAFETY SYSTEM (PCS)  - BLIND SPOT MONITOR (BSM)  - PARKING DISTANCE CONTROL WITH REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES  * Estimate Selling Price Rm238,888  (For Duty Free Zone Langkawi, Labuan, Government Purchase and Embassy in Malaysia)**T&C  ** Now Promotion Selling Price Rm248,800  (Included sst duty tax)  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond TOYOTA VELLFIRE 2.5 ZG For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND TOYOTA VELLFIRE ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  .  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND TOYOTA ALPHARD SALES AGENT  .  { VIEW BY APPOINTMENT }  .  (00112500C4700C4800AMDJ)"
2022-10-14,2013 Nissan NV200 Vanette 1.6 Panel Van,Dealer, 36800,Nissan,NV200 Vanette,1.6 Panel Van,Used,2013,Manual,1.6L,Commercial,Melaka,No Warranty,"120,000 - 129,999 km",Metallic,White,"2013 Nissan NV200 Vanette 1.6 Panel Van  YEAR 2013-Nissan NV200 Panel Van 1.6cc (M)  Contact & WhatsApp Us At:  Ivan		: 0111-666 9292	www.wasap.my/6    Show Phone Number   2  VEHICLE Info :-  -	Year 2013 / 1 Owner  -	1.6cc Manual Petrol / Panel Van  -	Aircond Good   Power Steering  -	Radio Player  -	Gear & Engine Performance Good  -	Brake All Good  -	Car In Good Condition As Well  FACEBOOK : PERNIAGAAN MOTOR KLEBANG  Perniagaan Motor Klebang  Address: No.5777-C, Jalan Klebang Kecil, Limbongan, 75200 Melaka.  Operation Day: Mon-Sat  Operation Time: 9:00am - 5:30pm  Hotline : 0111-666 9292 / www.wasap.my/6    Show Phone Number   2  MAP LOCATION : https://www.google.com/maps/place/Perniagaan Motor Klebang, Jalan Tengkera, Kampung Limbongan, 75200 Klebang, Malacca/@2.2054266,102.2199833,16z/data=!4m2!3m1!1s0x31d1f1ae238c4a73:0xabf4a2644326fab7?hl=en&source=lmns  CARELINE 24 Hour Service :- 0111-666 9292  WhatsApp: www.wasap.my/6    Show Phone Number   2  We care For You.  * We Can Arrange Bank Loan  @@@  Fast loan Approval  @@@  ***DOCUMENT FOR APPLY LOAN ***  1. My Card (NRIC) & Driving License  2. Latest 3 months Pay Slip3  3. Latest 3 Month Bank Statement  4. Latest EPF Statement ( K.W.S.P )  ***DOCUMENT FOR LOAN-Company SDN BHD***  1. (SOLE PROPRIETOR) Company SSM Registration Set  2. (SDN BHD COMPANY) Document Set (Borang 9, 49)  3. Latest 6 Month Company Bank Statement  4. Company Resolution  5. Director I/C  6. Driving License  @WE ARE USE CAR DEALER@"
2022-10-07,2020 Lorry Used FULL LOAN 10ft Aluminim box with Cheaquer plate Warranty till 2025 year,Dealer, 47500,JAC,Truck,2.8,Used,2020,Manual,2.8L,Commercial,Selangor,3 Years Warranty,"15,000 - 19,999 km",Solid,White,"2020 Lorry Used FULL LOAN 10ft Aluminim box with Cheaquer plate Warranty till 2025 year  Lorry Used FULL LOAN 10ft Aluminim box with Cheaquer plate Warranty till 2025 year  Selling Price RM47,500  No Cheating , No hidden [ Trusted Dealer  ]  don't waste your time on cheating  100% cheaper in town  For More Information Please Call Ryan Yong 010-295 2941 Or WhatsApp  https://wasap.my/6    Show Phone Number   ~2.8cc Euro  ~Green Diesel Engine  ~BDM 4800kg  ~ Alluminium Box  ~Turbocharged With Intercooler Turbo  ~1 Owner  ~Nice Paint  ~Low Original Mileage 1x,000km  Logistics Standby Truck  Limited Stock  ~Tip Top Condition  ~Non Flooding  ~Welcome For Very And Testdrive  ~Area Viewing GLENMARIE SHAH ALAM."
2022-10-05,2018 Porsche 911 3.0L S C2S Chrono Package* Sport Exhaust* Excellent Condition* Turbo GTS GT RS,Dealer, 648000,Porsche,911,SC 3.0,Used,2018,Automatic,3.0L,Coupe,Selangor,No Warranty,"50,000 - 54,999 km",Metallic,Blue / Purple,"2018 Porsche 911 3.0L S C2S Chrono Package* Sport Exhaust* Excellent Condition* Turbo GTS GT RS  Porsche 911 Carrera S C2S 3.0L (991.2)  Year: 2018' (Used)  100%- Excellent Condition  100%- Genuine LOW Mileage  100%- Actual Year Made 2018'  100%- Just Buy & Use, No Repair Needed  100%- Photo Shown Are Actual Car On Sale  ** Just Only Rm648,000 ** {NEGO}  Contact Me For Further Info  @ LiM    Show Phone Number   @ LiM    Show Phone Number   @ LiM    Show Phone Number   -- Panoramic Roof  -- Carbon Fiber Interior  -- 20-Inch Alloy Wheels  -- Sport Exhaust System  -- BOSE Surround Sound System  -- (PDLS) Porsche Dynamic Light System  -- Sport Chrono Package Including Mode Switch  -- (PASM) Porsche Active Suspension Management  -- Electric NAPPA Leather Seats With Memory Function  *** About This Vehicle ***  The Completely New Engine Generation With Bi-Turbo Charging Raises The Emotional Driving Pleasure In The 911 Carrera To An Even More Intensive Experience 370 Hp (272 kW) Of Power At The Rear Of The 911 Carrera Is Waiting To Be Unleashed And Converted Into Sporty Propulsion. The Engine In The 911 Carrera S Now Delivers 420 Hp (309 kW). In Both Cases This Represents A Power Increase Of 20 Hp (15 kW). Both Engines Have A Displacement Of Three Litres. The Greater Power Of The 911 Carrera S Results From TurboChargers With Modified Compressors, A Specific Exhaust System And Tuned Engine Management.  The New Porsche Engines Are Characterised By Significantly Increased Torque (60 Nm In Each Case) With Maximum Torque Of 450 Nm And 500 Nm Respectively Delivered Constantly From A Low 1,700 Rpm Up To 5,000 Rpm In Both Cases, Thus Ensuring Excellent Driving Performance. At The Same Time With A Maximum Speed Of 7,500 Rpm The New Engine Generation Clearly Exceeds The Top Speeds Of Conventional Turbo Engines Underscored By The Typical Sonorous Porsche Engine Sound.  Every New 911 Generation Boasts Enhanced Performance And Efficiency Compared With The Predecessor. For Example, Depending On The Model Variant, The New Engine Generation Is Almost Twelve Percent More Efficient Fuel Consumption Is Reduced By Up To A Litre Per 100 Kilometres. The 911 Carrera With PDK Transmission Now Consumes Just 7.4 Litres Of Fuel Per 100 Kilometres (A Reduction Of 0.8 l Per 100 Km) While The 911 Carrera S With PDK Consumes 7.7 l/100 Km (1.0 l Less Per 100 K m).  Trusted Importer Recondition Car Dealer...  Japanese & U.K High Performance & Luxury Car..."
2022-10-01,2012 Nissan X-Trail 2.5 CVTC 4WD Auto,Dealer, 27800,Nissan,X-Trail,2.5 CVTC AWD,Used,2012,Automatic,2.5L,SUV,Melaka,No Warranty,"85,000 - 89,999 km",Metallic,Grey / Silver,"2012 Nissan X-Trail 2.5 CVTC 4WD Auto  YEAR 2012-Nissan X-Trail 4WD 2.5CC AUTO  Contact & WhatsApp Us At:  Ivan		: 0111-666 9292	www.wasap.my/6    Show Phone Number   2  VEHICLE Info :-  -	Year 2012  -	2.5CC Auto 4WD Petrol / 1 Owner  -	Leather Seat / Gear   Engine Good Performance  -	Aircond   CD   Radio Player   Reverse Camera  -	Car In Good Condition & Safe To Use  FACEBOOK : PERNIAGAAN MOTOR KLEBANG  Perniagaan Motor Klebang  Address: No.5777-C, Jalan Klebang Kecil, Limbongan, 75200 Melaka.  Operation Day: Mon-Sat  Operation Time: 9:00am - 5:30pm  Hotline : 0111-666 9292 / www.wasap.my/6    Show Phone Number   2  MAP LOCATION : https://www.google.com/maps/place/Perniagaan Motor Klebang, Jalan Tengkera, Kampung Limbongan, 75200 Klebang, Malacca/@2.2054266,102.2199833,16z/data=!4m2!3m1!1s0x31d1f1ae238c4a73:0xabf4a2644326fab7?hl=en&source=lmns  CARELINE 24 Hour Service :- 0111-666 9292  WhatsApp: www.wasap.my/6    Show Phone Number   2  We care For You.  Building History Info  https://m.facebook.com/story.php?story_fbid=71822    Show Phone Number   &id=167471630512551  * We Can Arrange Bank Loan  @@@  Fast loan Approval  @@@  ***DOCUMENT FOR APPLY LOAN ***  1. My Card (NRIC) & Driving License  2. Latest 3 months Pay Slip3  3. Latest 3 Month Bank Statement  4. Latest EPF Statement ( K.W.S.P )  ***DOCUMENT FOR LOAN-Company SDN BHD***  1. (SOLE PROPRIETOR) Company SSM Registration Set  2. (SDN BHD COMPANY) Document Set (Borang 9, 49)  3. Latest 6 Month Company Bank Statement  4. Company Resolution  5. Director I/C  6. Driving License  @WE ARE USE CAR DEALER@"
2022-10-01,Sokon EC35 Electric Van (EV) Automatic,Dealer, 128000,Dongfeng,V21,EPS 1.3 Single Cab,New,2022,Automatic,1.3L,Commercial,Selangor,3 Years Warranty,,,,"Sokon EC35 Electric Van (EV) Automatic  THE NEW -SOKON EC35 ELECTRIC VAN (EV)  -Good mileage and cost effective.  -Max. Mileage can be 268kms and drive cost is very economic.  -1090kg rated load; 2-seat flexible layout; 4.8 m3 loading space in 2-seat layout; 3.1m3 loading space in 5-seat layout; larger space for storage.  -EC35 adopts auto gear with knob and has standard configurations like parking sensor, ABS and pedestrian detection system, which will provide the safe and convenient drive  -Batery capacity 38.6kwh  -Electric motor Power 42kw  -Drive Range 290kwh  Nadzri Mohamed Yusof  Sales Department  Selangor Darul Ehsan  Fax:    Show Phone Number   Mobile :    Show Phone Number    [email protected]  013 352 6090 NADZRI"
2021-01-09,2023 Proton Saga STANDARD 1.3 AT READY STOCK 2023,Dealer, 38800,Proton,Saga,STANDARD 1.3 AT,New,2023,Automatic,1.3L,Sedan,Kuala Lumpur,5 Years Warranty,,,,"2023 Proton Saga STANDARD 1.3 AT READY STOCK 2023  Fast car delivery  Fast loan approval  Low interest rate  Low down payment/zero downpayment  Low instalment  Monthly instalment RM447 per month  Low down payment / Full loan  Free tinted voucher RM500  Free coating voucher RM500  Free petrol full tank  Sunshade  Microfiber towel  Seat hanger with hook  Clear view sticker for door mirror  Handle cup protection film  Tissue box holder  Phone holder  Pressure gauge, inflator and deflator  Free booking fee  Free umbrella  Key chain  Free insurance all drivers  Flood coverage RM1000  Lost key coverage RM1000  Free road side assistance  Proton careline 24 hours  Engine 4 cylinders In-Line 16 valve DOHC, VVT  Displacement: 1,332 cc  Max Power 70kW(95PS) / 5750rpm  Max Torque 120Nm (12.2 kg-m) / 4000rpm  Suspension : MacPherson Strut with Stabilizer Bar / Torsion Beam Axle  Tyres & Wheels: 175/65 R14 Alloy  LxWxH 4335 x 1690 x 1515 mm  Wheelbase 2465mm  Kerb weight 1072kg  Electric door mirrors with LED turn signal lamps  Remote trunk release  Rear spoiler  ECO drive assist  Power windows  Drive seat height adjuster  Rear seat fold - bench type  Bluetooth connectivity  USB ports - 1 Data  Front 2 SRS airbags  Anti-lock braking system  Electronic braking distribution  Brake assist  Rear parking sensors  Rear seat ISOFIX & Top tether anchorage  Immobilizer & anti-theft alarm  Contact Molly ASAP 016-731 6064 test drive available  Jalan Cheras, Cheras, KL  https://www.protoncheras.com/mollyng"
2022-09-28,"BEST DEAL Proton X50 Executive (Kuantan, Pahang)",Dealer, 93300,Proton,X50,1.5T Executive,New,2022,Automatic,1.5L,SUV,Pahang,5 Years Warranty,,,,"BEST DEAL Proton X50 Executive (Kuantan, Pahang)  Nak cari kereta SUV yang mewah? Harga pun tak tinggi sangat?  Arrr.. ini dia... PROTON X50 Executive spec..  Bulanan hanya anggaran RM992 sahaja...  KENAPA PERLU AMBIL DENGAN SAYA?  - Sales Advisor Sah Proton  - Interest rendah  - Rebate menarik dari Proton  - Tinted percuma  - Free gift mistery  - Harga trade-in tinggi  - Test loan secara percuma  - Panel bank yang ramai  - Baru bekerja layak memohon  - Gaji RM1600 layak memohon  - Pengalaman lebih 12 tahun dalam automotive  - Khidmat nasihat percuma  - Boleh berurusan secara online tanpa perlu ke showroom  CALL/WHATSAPP saya untuk dapat maklumat selanjutnya..  CARRICK TAN    Show Phone Number   Authorize Proton Sales Advisor  Pesat Auto CTM Sdn. Bhd. (Kuantan, Pahang)  www.wasap.my/6    Show Phone Number   /InfoProtonX50Exe  www.wasap.my/6    Show Phone Number   /InfoProtonX50Exe  www.wasap.my/6    Show Phone Number   /infoProtonX50Exe  Boleh laman Facebook Page saya>>>  https://www.facebook.com/Proton-Sales-Kuantan-Carrick-1    Show Phone Number   6217/  "" Think Proton Think Carrick ""  ~Pastikan anda berurusan dengan wakil jualan sah PROTON  ~Tertakluk pada terma dan syarat*  ~Segala kerjasama dan kepercayaan anda amat kami hargai"
2022-09-25,(Convert New Facelift) 2016 Toyota Vellfire 2.5L ZG* Warranty Until Year 2024' Alphard Estima,Dealer, 228000,Toyota,Vellfire,2.5,Used,2016,Automatic,2.5L,MPV,Selangor,2 Years Warranty,"65,000 - 69,999 km",Metallic,White,"(Convert New Facelift) 2016 Toyota Vellfire 2.5L ZG* Warranty Until Year 2024' Alphard Estima  Used Toyota Vellfire 2.5L ZG 2016'  (( Convert New Facelift ))  100%- Excellent Condition  100%- Genuine LOW Mileage  100%- Actual Year Made 2016'  100%- Warranty Until Year 2024'  100%- Just Buy & Use, No Repair Needed  100%- Photo Shown Are Actual Car On Sale  ** Just Only Rm228,000 ** {NEGO}  Contact Me For Further Info  @ LiM    Show Phone Number   @ LiM    Show Phone Number   @ LiM    Show Phone Number   -- Spare Tyre  -- PowerBoot  -- 19' Alloy Wheel  -- Reverse Camera  -- Rear Entertainment  -- ALPINE Audio Player  -- Custom Made Carpet  -- Sunroof & Moon Roof  -- 360' Surround Camera  -- Full Modellista BodyKits  -- Electric Seat With Memory Function  Trusted Importer Recondition Car Dealer...  Japanese & U.K High Performance & Luxury Car..."
2023-09-03,2008 Toyota Corolla Altis 1.8 E,Dealer, 26800,Toyota,Corolla Altis,1.8 E,Used,2008,Automatic,1.8L,Sedan,Kuala Lumpur,No Warranty,"130,000 - 139,999 km",Metallic,Yellow / Gold,"2008 Toyota Corolla Altis 1.8 E  Toyota COROLLA ALTIS 1.8 E (A) 2008 YEAR  WE ENSURE THAT THERE IS NO FLOODED CARS!!!  - 100% ACCIDENT FREE  - GUARANTEE NO FLOOD DAMAGE (100% XDE KERETA BANJIR)  - 100% TRUE YEAR MADE  - FAST DELIVERY CAR  - FULL SERVICE RECORD  - LIKE NEW NO REPAIR NEEDED  DOCUMENT NEEDED  Individual  - IC  - Valid Driving License  - 3 months/ 6 months payslips  - 3 months/ 6 month bank statement  - EPF statement  Company  - Form 9 , 24, 44, 49  - Director IC & License  - 6 months Bank statement  - Form B ( 2 years )  -------------------------------------------------------------------------------------------------------------------------------------------------------  - Ready stock  - Accept trade in  - Free Used car valuation  - Fast Processing  - Fast Approval  -------------------------------------------------------------------------------------------------------------------------------------------------------  - ONE OWNER  - METALIC GOLD  - FULL SERVICE  - GOOD CONDITION  - AIR BAG  - MULTI FUNCTION STEERING  - RETRACTABLE SIDE MIRROR  - TOUCH SCREEN PLAYER  - REVERSE CAMERA  - SMOOTH ENGINE  - SMOOTH GEAR BOX  - ORIGINAL PAINT  - 100% LIKE NEW AND CLEAN  PLS CONTACT    Show Phone Number   THOMAS    Show Phone Number   ALEXZ    Show Phone Number   JUSTIN  OUR LOCATION :  LOT B3, PT 17703, OFF JALAN LINGKARAN TENGAH 2, JALAN KE PPR, TAMAN INTAN BAIDURI , 51200 KUALA LUMPUR WP"
2022-09-15,2014 Land Rover Range Rover Evoque 2.0L Si4 Dynamic (Petrol) 9-Speed* Immaculate Condition,Dealer, 139800,Land Rover,Range Rover Evoque,2.0 Si4 Dynamic,Used,2014,Automatic,2.0L,SUV,Selangor,No Warranty,"130,000 - 139,999 km",Metallic,Black,"2014 Land Rover Range Rover Evoque 2.0L Si4 Dynamic (Petrol) 9-Speed* Immaculate Condition  Used Range Rover Evoque Si4 Dynamic  100%- Accident Free  100%- Genuine Mileage  100%- Excellent Condition  100%- Actual Year Made 2014'  100%- Just Buy & Use, No Repair Needed  100%- PuspaKom Inspection Result Provide  100%- Photo Shown Are Actual Car On Sale  100%- Full Service History By Land Rover Malaysia  ** Just Only Rm139,800 ** {NEGO}  Contact Me For Further Info  @ LiM    Show Phone Number   @ LiM    Show Phone Number   @ LiM    Show Phone Number   -- Power Till Gate  -- Reverse Camera  -- MERIDIAN Sound System  -- Electronic Seat With Memory Function  Trusted Importer Recondition Car Dealer...  Japanese & U.K High Performance & Luxury Car..."
2019-06-06,2023 Proton Persona 1.6 Standard CVT REBATE RM1000,Dealer, 46800,Proton,Persona,1.6 Standard CVT,New,2023,Automatic,1.6L,Sedan,Kuala Lumpur,5 Years Warranty,,,,"2023 Proton Persona 1.6 Standard CVT REBATE RM1000  2023 YEAR END PROMOTION  READY STOCK  FREE BOOKING FEE  FAST LOAN APPROVAL  LOW INTEREST RATE  LOW DOWNPAYMENT  LOW INTEREST RATE  HIGH TRADE IN VALUE  Free security tinting tahan pecah with 5 years warranty  Free coating voucher RM1000  Free petrol full tank  Free Smart Tag  Free Sunshade  Free Towel  Free Hanger with hook for sear  Free Clear view sticker for door mirror  Free Handle cup protection film  Free Tissue box holder  Free Phone holder  Free Pressure gauge, inflator and deflator  Free booking fee  Free umbrella  Free Key chain  Free insurance all drivers  Free Flood coverage RM1000  Free Lost key coverage RM1000  Free Road side assistance  CVT transmission  Electric power steering  5 Star ASEAN NCAP -  proven safety  Hot Press Formed (HPF) steel structure - stronger and safer body  Electronic stability control  Traction control system  Front & rear parking sensor  Hill - hold assist  2 airbags  4 cylincer in line 16 valve DOHC VVT  Eco drive assist  Bluetooth connectivity  Impact sensing door unlock  2 speakers, 1 Data USB port & 2 charging USB port  PLEASE CONTACT MORTI AS SOON AS POSSIBLE FOR FREE BOOKING AND TEST DRIVE  011 1190 3213  Kuala Lumpur & PJ"
2022-09-02,Proton Iriz 1.3 & 1.6 - Ocean Blue,Dealer, 42800,Proton,Iriz,1.3,New,2022,Automatic,1.3L,Hatchback,Selangor,5 Years Warranty,,,,"Proton Iriz 1.3 & 1.6 - Ocean Blue  Enjoy low instalment of RM4xx*/month for a limited time.  NEW IRIZ RM42,800* - RM57,300*  Be careful when dealing with dream-long car purchases,  Make sure you deal with legitimate sales advisor >>> Click WhatsApp  https://ecommerceonlinehub.wasap.my/  Attention!!! But when you buy a car, make sure you buy with the Real Sales Advisor (Technical Advisor)  Website : https://ecommerceonlinehub.com/  Click : https://ecommerceonlinehub.wasap.my/  *Terms and Conditions apply"
2022-09-02,Proton X50 1.5T - Ruby Red,Dealer, 86300,Proton,X50,1.5T Standard,New,2022,Automatic,1.5L,SUV,Selangor,5 Years Warranty,,,,"Proton X50 1.5T - Ruby Red  Enjoy low instalment of RM9xx*/month for a limited time.  NEW X50 RM86,300* - RM113,300*  Be careful when dealing with dream-long car purchases,  Make sure you deal with legitimate sales advisor >>> Click WhatsApp  https://ecommerceonlinehub.wasap.my/  Attention!!! But when you buy a car, make sure you buy with the Real Sales Advisor (Technical Advisor)  Website : https://ecommerceonlinehub.com/  Click : https://ecommerceonlinehub.wasap.my/  *Terms and Conditions apply"
2022-09-01,2014 Perodua Myvi 1.3 SE (A) PERFECT CONDITION SAVE PETROL,Dealer, 26800,Perodua,Myvi,1.3 SE,Used,2014,Automatic,1.3L,Hatchback,Kuala Lumpur,No Warranty,"80,000 - 84,999 km",Metallic,White,2014 Perodua Myvi 1.3 SE (A) PERFECT CONDITION SAVE PETROL  @** WE ARE TRUSTED DEALER SINCE 1998 **@  @** WE PROVIDE GOOD SERVICE DURING AND AFTER SALE **@  call:-  012-594 7889 (BS CHONG)  call-   012-594 7889 (BS CHONG)  (((( FREE TINTED VOUCHER WITH 5 YEARS WARRANTY ))))  * MANUFACTURE:- 2014  * REGISTER :- 28/01/2014  ((( PLEASE REFER REGISTRATION CARD )))  *** Ã
2022-09-01,2011 Audi A5 2.0 TFSI S-Line quattro (A) PERFECT CONDITION,Dealer, 48800,Audi,A5,2.0 TFSI S-Line quattro,Used,2011,Automatic,2.0L,Coupe,Kuala Lumpur,No Warranty,"65,000 - 69,999 km",Metallic,White,2011 Audi A5 2.0 TFSI S-Line quattro (A) PERFECT CONDITION  Ã
2022-07-26,2023 Toyota Hilux 2.4 E (MT) 4x4 READY STOCK !,Dealer, 112880,Toyota,Hilux,2.4,New,2023,Manual,2.4L,Pickup,Perak,5 Years Warranty,,,,"2023 Toyota Hilux 2.4 E (MT) 4x4 READY STOCK !  ASSALAMUALAIKUM dan SELAMAT SEJAHTERA  READY STOCK !  READY STOCK !  READY STOCK !  TOYOTA HILUX 2.4 E (MT) 4x4  Selling Price - RM112,880  Insurance - RM3,500 (estimate)  Booking - RM500  10% DP - RM11,180  90% Loan - RM104,700  9 Tahun - RM1,171  Full Loan - RM115,800  9 Tahun - RM1,295  PILIHAN WARNA :-  -Bronze Mica Metallic  -Crimson Spark Red Metallic  -Medium Silver Metallic  -Attitude Black Mica  -Silver Metallic  -Phantom Brown Metallic  -Super White  Antara FREE GIFT yang menarik menanti anda :  -FREE TOYOTA merchandise  -FREE toyota premium security & solar film  -FREE emergency kit  -FREE jumps start cable  -FREE tyre air pump  -FREE petrol  -FREE door visor  -FREE tinted voucher RM500  -FREE roadtax holder  -FREE air refreshener  -FREE umbrella  -FREE anti slip dash mat  -FREE sun shade  -FREE mutifunctional phone holder  -FREE handphone charger  -FREE USB extension  -FREE towel  -FREE pen  -HIGH TRADE-IN  -FREE GIFT BANYAK  -INTEREST SERENDAH 2.2%  -KELULUSAN SECEPAT 24 JAM  -TIADA BAYARAN TERSEMBUNYI  -FULL LOAN BOLEH DIURUSKAN  Kenapa ANDA harus MEMBELI dengan saya ???  1. Berpengalaman luas didalam bidang  JUAL-BELI kenderaan  2. Perkhidmatan & layanan yang PANTAS & MESRA  3. TIADA sebarang rekod buruk dengan PELANGGAN  4. Servis AFTER SALES  5. BERUSAHA bersungguh-sungguh untuk meluluskan LOAN anda  6. CONNECTION yang KUAT dengan pihak bank  7. PELANGGAN mesti BERPUAS HATI dan GEMBIRA  Untuk permohonan pinjaman melalui pihak  bank memerlukan dokumen-dokumen seperti  berikut :  Dokumen Untuk Individu :  1- Salinan Kad Pengenalan  2- Salinan Lesen Memandu  3- Slip Gaji 3 Bulan (Terkini)  4- Penyata Bank 3 Bulan atau KWSP  Dokumen Untuk Skim Graduan :  1- Salinan Kad Pengenalan  2- Salinan Lesen Memandu  3- Transkrip Diploma/Ijazah  4- Surat Tawaran Kerja  Dokumen Untuk Syarikat :  1- Salinan Kad Pengenalan Director  2- Salinan Lesen Memandu Director  3- Borang 9,24,49  4- M&A  5- Resolusi Syarikat  6- Penyata Bank 6 bulan  DOKUMEN-DOKUMEN ini boleh dihantar melalui:  @ Email:   [email protected]  @ WhatsApp : 019 - 363 6677  @ Datang ke SHOWROOM saya  @ Boleh JUMPA ditempat ANDA  Untuk keterangan lanjut sila hubungi :  KHAIRI HASHIM (Sales Advisor)  H/P : 019 363 6677 (Call/SMS/Whatsapp)  Email :   [email protected]  Please Call/Whatsapp (24 Hours On Call)  KHAIRI HASHIM 019 363 6677  KHAIRI HASHIM 019 363 6677  KHAIRI HASHIM 019 363 6677  Terima Kasih  Terms and Conditions Apply"
